,Metric,Kmean_Full,Kmean_FTrain_Test,Kmean_FK-folds,PCA_Full,PCA_Train_Test,PCA_K-folds,AE_Softmax_Full,AE_Softmax__Train_Test,AE_Softmax__K-folds,AE_KMean_Full,AE_KMean__Train_Test,AE_KMean__K-folds
0,completeness_score,0.09017486274039854,0.09374587332418481,0.1277193960384016,0.08139306523271765,0.08757251658866642,0.11453892867854579,0.029284729222428182,0.02704410083339338,0.07135117074788434,0.05720078003763031,0.0418666717517078,0.09614610796927102
1,adjusted_rand_score,0.07642180528961072,0.07036857153271153,0.08948145865465852,0.0578856101291701,0.054959702906005076,0.07096628118527722,0.016646460321572753,0.01418539006161659,0.03983943285687652,0.04942657605784122,0.025508199331126292,0.054813600969625266
2,fowlkes_mallows_score,0.33694267401525135,0.3476568177636662,0.3645713759918826,0.29759899901894427,0.3148077522231666,0.3306132439185173,0.27097932975882133,0.2829179051616401,0.31491866186650097,0.2947377604758229,0.2842476674422262,0.3200930255808648
3,silhouette_score,0.21010349938871373,0.20903953737339176,0.19904208081688837,0.15785810215439905,0.1759996450281558,0.16185057131041639,0.0444944629349566,-0.004914161984341863,0.06852774119013436,0.10751342922645198,0.11911088864799471,0.11681878103260383
4,calinski_harabaz_score,328.02331340819677,134.3496688920996,57.84522010683281,317.79880930174346,130.795723872362,58.442093660463854,138.8207855344708,52.95010810887214,34.664547756372315,247.33004742625778,109.20907192364537,46.23484943869424
5,CentroidRMSE,0.12290886263249491,0.12365663073375013,0.14071950712343254,0.0908819513274676,0.09529331770994899,0.11939513333123493,0.09268523006648088,0.08696946475797922,0.10067731094604064,0.09733356929114906,0.09587268636220252,0.11590669738853654
