,Metric,Kmean_Full,Kmean_FTrain_Test,Kmean_FK-folds,PCA_Full,PCA_Train_Test,PCA_K-folds,AE_KMean_Full,AE_KMean__Train_Test,AE_KMean__K-folds,AE_Softmax_Full,AE_Softmax__Train_Test,AE_Softmax__K-folds
0,completeness_score,0.23765887948169048,0.23807987588842341,0.175596154298311,0.23755125600983423,0.23770454193248197,0.17550406859371515,0.2340574106639085,0.23858409183449256,0.29020732646751796,0.0048273231649198205,0.02631699855842718,0.12927132800877733
1,adjusted_rand_score,0.28746872876119484,0.29423230407018075,0.1495370039780604,0.2872099032557704,0.2936684929277639,0.1491811901729384,0.2810480250805566,0.29654454042084744,0.2981371941321131,0.009080380238019034,0.01970240185815043,0.11617676842042171
2,fowlkes_mallows_score,0.5735123096817778,0.5788738546895007,0.5497294730973964,0.5734143929251471,0.5785738235752581,0.5494851691696508,0.5690919780732101,0.5801402876124442,0.5901673510613122,0.5083875339495695,0.4313076724878923,0.5680791265567787
3,silhouette_score,0.28162722544666907,0.2821536020270208,0.2800551513581542,0.2816515340830612,0.2821896770577027,0.2800436766237355,0.2804563938034723,0.28122995803658024,0.2821007190961197,0.27419941797898384,0.14245190846382647,0.13967890832891802
4,calinski_harabaz_score,3164.330031298835,1260.539572186462,845.03562663078,3164.2468296805005,1260.5571451727496,844.2170720490616,3140.8476607769776,1253.5105749029317,936.8887815876145,1544.1953208917398,867.0035836341158,197.17660487442532
5,CentroidRMSE,0.13305703696498417,0.1335327620893213,0.16385480703260216,0.13304475308626587,0.13353448416446653,0.16371799641118567,0.13203395041740973,0.13269888484514125,0.1609114324452752,0.23961454875898522,0.13277845584088685,0.16103844207733994
